Country,Donor,Sector,Year,Amount_USD,Region
Bangladesh,Norway,III.1.a. Agriculture,2023,0.10,South Asia
India,World Health Organisation,I.2.b. Basic Health,2023,0.10,South Asia
Nepal,Norway,I.1.d. Post-Secondary Education,2023,0.10,South Asia
India,UNICEF,IV.2. Other Multisector,2023,0.10,South Asia
Kenya,Austria,I.4. Water Supply & Sanitation,2023,0.10,Sub-Saharan Africa
India,World Health Organisation,I.2.b. Basic Health,2023,0.10,South Asia
Ethiopia,Japan,I.1.b. Basic Education,2023,0.10,Sub-Saharan Africa
Nepal,UNICEF,I.2.b. Basic Health,2023,0.10,South Asia
Indonesia,Japan,I.4. Water Supply & Sanitation,2023,0.10,Southeast Asia
Myanmar,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Southeast Asia
Bangladesh,Ireland,IV.2. Other Multisector,2023,0.10,South Asia
Indonesia,Australia,I.2.b. Basic Health,2023,0.10,Southeast Asia
Nepal,Global Environment Facility,III.1.a. Agriculture,2023,0.10,South Asia
India,UNICEF,I.2.b. Basic Health,2023,0.10,South Asia
Kenya,Japan,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Nepal,United States,Administrative Costs of Donors,2023,0.10,South Asia
Mongolia,UNICEF,Administrative Costs of Donors,2023,0.10,East Asia
Ethiopia,Japan,III.3.b. Tourism,2023,0.10,Sub-Saharan Africa
India,United States,"I.2.a. Health, General",2023,0.10,South Asia
India,UNICEF,IV.2. Other Multisector,2023,0.10,South Asia
Nepal,Finland,I.1.b. Basic Education,2023,0.10,South Asia
Ethiopia,United States,VIII.3. Disaster Prevention & Preparedness,2023,0.10,Sub-Saharan Africa
Pakistan,Asian Development Bank,II.3.f. Energy distribution,2023,0.10,South Asia
Kenya,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Nepal,Finland,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Nepal,Global Environment Facility,III.1.a. Agriculture,2023,0.10,South Asia
Ethiopia,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Kenya,United States,II.5. Business & Other Services,2023,0.10,Sub-Saharan Africa
India,Switzerland,I.4. Water Supply & Sanitation,2023,0.10,South Asia
India,United States,Administrative Costs of Donors,2023,0.10,South Asia
Nepal,Global Environment Facility,III.1.a. Agriculture,2023,0.10,South Asia
India,World Health Organisation,I.2.c. Non-communicable diseases (NCDs),2023,0.10,South Asia
Nigeria,United States,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
India,International Bank for Reconstruction and Development,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Nepal,United States,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
Ghana,UNICEF,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Uzbekistan,United States,I.5.a. Government & Civil Society-general,2023,0.10,Central Asia
India,UNICEF,VIII.1. Emergency Response,2023,0.10,South Asia
Uzbekistan,United States,Administrative Costs of Donors,2023,0.10,Central Asia
Pakistan,Italy,III.2.a. Industry,2023,0.10,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Ghana,Japan,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Philippines,UNICEF,I.6. Other Social Infrastructure & Services,2023,0.10,Southeast Asia
Ghana,United States,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Philippines,United States,I.2.b. Basic Health,2023,0.10,Southeast Asia
Myanmar,Norway,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Myanmar,Norway,I.1.d. Post-Secondary Education,2023,0.10,Southeast Asia
Nepal,United States,I.2.b. Basic Health,2023,0.10,South Asia
Indonesia,United States,"I.5.b. Conflict, Peace & Security",2023,0.10,Southeast Asia
Indonesia,United States,II.5. Business & Other Services,2023,0.10,Southeast Asia
Myanmar,United States,Administrative Costs of Donors,2023,0.10,Southeast Asia
Nepal,UNICEF,Administrative Costs of Donors,2023,0.10,South Asia
Uzbekistan,United States,Administrative Costs of Donors,2023,0.10,Central Asia
Indonesia,EU Institutions,I.1.b. Basic Education,2023,0.10,Southeast Asia
Nepal,World Health Organisation,VIII.3. Disaster Prevention & Preparedness,2023,0.10,South Asia
India,Italy,I.2.b. Basic Health,2023,0.10,South Asia
Uzbekistan,UNICEF,I.5.a. Government & Civil Society-general,2023,0.10,Central Asia
India,International Bank for Reconstruction and Development,"II.3.b. Energy generation, renewable sources",2023,0.10,South Asia
Nepal,Ireland,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Kenya,Japan,I.6. Other Social Infrastructure & Services,2023,0.10,Sub-Saharan Africa
Nepal,United States,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Sri Lanka,Switzerland,I.1.c. Secondary Education,2023,0.10,Other
Ghana,United States,"I.2.a. Health, General",2023,0.10,Sub-Saharan Africa
Bangladesh,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Myanmar,United States,Administrative Costs of Donors,2023,0.10,Southeast Asia
Ethiopia,Switzerland,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Ghana,Norway,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
India,United States,II.2. Communications,2023,0.10,South Asia
Myanmar,United States,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Bangladesh,United States,Administrative Costs of Donors,2023,0.10,South Asia
Philippines,Belgium,I.1.c. Secondary Education,2023,0.10,Southeast Asia
Pakistan,WFP,VIII.1. Emergency Response,2023,0.10,South Asia
Ethiopia,Finland,"I.1.a. Education, Level Unspecified",2023,0.10,Sub-Saharan Africa
Bangladesh,Norway,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Indonesia,United States,II.2. Communications,2023,0.10,Southeast Asia
Myanmar,Norway,I.1.b. Basic Education,2023,0.10,Southeast Asia
Kenya,Italy,I.1.c. Secondary Education,2023,0.10,Sub-Saharan Africa
Bangladesh,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Nigeria,United States,II.2. Communications,2023,0.10,Sub-Saharan Africa
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Bangladesh,Asian Development Bank,I.4. Water Supply & Sanitation,2023,0.10,South Asia
India,Asian Development Bank,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Mongolia,Asian Development Bank,III.2.a. Industry,2023,0.10,East Asia
Indonesia,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Southeast Asia
Ethiopia,Netherlands,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Ethiopia,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Bangladesh,United States,II.1. Transport & Storage,2023,0.10,South Asia
Uzbekistan,Switzerland,I.5.a. Government & Civil Society-general,2023,0.10,Central Asia
Nigeria,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Ethiopia,United States,"I.2.a. Health, General",2023,0.10,Sub-Saharan Africa
Philippines,Japan,III.3.a. Trade Policies & Regulations,2023,0.10,Southeast Asia
Sri Lanka,Canada,I.5.a. Government & Civil Society-general,2023,0.10,Other
India,Switzerland,II.3.a. Energy Policy,2023,0.10,South Asia
Nigeria,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Mongolia,United States,Administrative Costs of Donors,2023,0.10,East Asia
India,UNICEF,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Nepal,Global Alliance for Vaccines and Immunization,I.2.b. Basic Health,2023,0.10,South Asia
Bangladesh,Netherlands,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
Ghana,United States,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
India,United States,IV.1. General Environment Protection,2023,0.10,South Asia
Uzbekistan,Finland,IV.2. Other Multisector,2023,0.10,Central Asia
Ethiopia,United States,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Ethiopia,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Indonesia,Norway,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Ghana,Netherlands,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Ethiopia,Spain,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Kenya,UNAIDS,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Philippines,Japan,I.1.b. Basic Education,2023,0.10,Southeast Asia
India,Asian Development Bank,II.3.f. Energy distribution,2023,0.10,South Asia
Indonesia,Switzerland,IV.2. Other Multisector,2023,0.10,Southeast Asia
Ethiopia,Spain,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Ethiopia,Denmark,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Mongolia,Asian Development Bank,IV.2. Other Multisector,2023,0.10,East Asia
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Sri Lanka,United States,Administrative Costs of Donors,2023,0.10,Other
Ethiopia,United States,III.1.b. Forestry,2023,0.10,Sub-Saharan Africa
India,International Bank for Reconstruction and Development,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Kenya,United States,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
Nepal,Switzerland,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
India,Asian Development Bank,III.1.a. Agriculture,2023,0.10,South Asia
Uzbekistan,United States,IV.2. Other Multisector,2023,0.10,Central Asia
Ghana,Switzerland,"II.3.b. Energy generation, renewable sources",2023,0.10,Sub-Saharan Africa
Pakistan,United States,Administrative Costs of Donors,2023,0.10,South Asia
India,Asian Development Bank,II.4. Banking & Financial Services,2023,0.10,South Asia
Ghana,Switzerland,II.1. Transport & Storage,2023,0.10,Sub-Saharan Africa
India,UNICEF,I.6. Other Social Infrastructure & Services,2023,0.10,South Asia
India,World Health Organisation,VIII.3. Disaster Prevention & Preparedness,2023,0.10,South Asia
Pakistan,UNAIDS,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Pakistan,UNAIDS,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Indonesia,United States,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
Kenya,Finland,IX. Unallocated / Unspecified,2023,0.10,Sub-Saharan Africa
India,UNICEF,VIII.1. Emergency Response,2023,0.10,South Asia
Pakistan,Global Alliance for Vaccines and Immunization,I.2.b. Basic Health,2023,0.10,South Asia
India,Asian Development Bank,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
Nigeria,International Finance Corporation,"II.3.b. Energy generation, renewable sources",2023,0.10,Sub-Saharan Africa
Nigeria,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Pakistan,Asian Development Bank,I.2.b. Basic Health,2023,0.10,South Asia
Ethiopia,UNICEF,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
India,UNICEF,I.2.b. Basic Health,2023,0.10,South Asia
Myanmar,UNICEF,VIII.1. Emergency Response,2023,0.10,Southeast Asia
India,UNICEF,I.2.b. Basic Health,2023,0.10,South Asia
Kenya,Belgium,II.3.f. Energy distribution,2023,0.10,Sub-Saharan Africa
Nepal,Global Environment Facility,III.1.a. Agriculture,2023,0.10,South Asia
Pakistan,UNICEF,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Ethiopia,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Ghana,United Nations Industrial Development Organization,III.2.a. Industry,2023,0.10,Sub-Saharan Africa
Nigeria,United States,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
India,UNICEF,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Kenya,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Pakistan,UNICEF,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,South Asia
Pakistan,United States,Administrative Costs of Donors,2023,0.10,South Asia
India,Austria,"I.1.a. Education, Level Unspecified",2023,0.10,South Asia
Myanmar,Asian Development Bank,I.1.c. Secondary Education,2023,0.10,Southeast Asia
India,United States,IV.1. General Environment Protection,2023,0.10,South Asia
Pakistan,United States,Administrative Costs of Donors,2023,0.10,South Asia
Nigeria,Global Environment Facility,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Nepal,Finland,I.2.c. Non-communicable diseases (NCDs),2023,0.10,South Asia
Myanmar,Switzerland,"I.5.b. Conflict, Peace & Security",2023,0.10,Southeast Asia
Uzbekistan,United States,I.1.d. Post-Secondary Education,2023,0.10,Central Asia
India,United States,IV.1. General Environment Protection,2023,0.10,South Asia
Nigeria,United States,II.2. Communications,2023,0.10,Sub-Saharan Africa
Indonesia,United States,IV.1. General Environment Protection,2023,0.10,Southeast Asia
Ethiopia,UNICEF,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Ethiopia,Norway,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
Nepal,Japan,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Myanmar,Norway,"I.5.b. Conflict, Peace & Security",2023,0.10,Southeast Asia
Sri Lanka,Asian Development Bank,I.2.b. Basic Health,2023,0.10,Other
Ethiopia,Switzerland,III.1.a. Agriculture,2023,0.10,Sub-Saharan Africa
India,Asian Development Bank,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Nepal,Austria,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Philippines,Spain,I.6. Other Social Infrastructure & Services,2023,0.10,Southeast Asia
Bangladesh,Denmark,IX. Unallocated / Unspecified,2023,0.10,South Asia
Myanmar,Switzerland,"I.5.b. Conflict, Peace & Security",2023,0.10,Southeast Asia
Philippines,International Finance Corporation,II.1. Transport & Storage,2023,0.10,Southeast Asia
Nigeria,Global Environment Facility,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Ghana,Norway,IV.2. Other Multisector,2023,0.10,Sub-Saharan Africa
Indonesia,Belgium,III.1.a. Agriculture,2023,0.10,Southeast Asia
Sri Lanka,Japan,III.3.a. Trade Policies & Regulations,2023,0.10,Other
Philippines,Belgium,III.1.a. Agriculture,2023,0.10,Southeast Asia
Nigeria,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Philippines,United States,III.2.b. Mineral Resources & Mining,2023,0.10,Southeast Asia
Bangladesh,Luxembourg,VIII.1. Emergency Response,2023,0.10,South Asia
Sri Lanka,Asian Development Bank,II.1. Transport & Storage,2023,0.10,Other
Bangladesh,Asian Development Bank,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Ghana,Norway,I.1.d. Post-Secondary Education,2023,0.10,Sub-Saharan Africa
Nepal,Norway,I.1.d. Post-Secondary Education,2023,0.10,South Asia
Kenya,Italy,I.4. Water Supply & Sanitation,2023,0.10,Sub-Saharan Africa
Ghana,United States,I.2.b. Basic Health,2023,0.10,Sub-Saharan Africa
India,United States,II.5. Business & Other Services,2023,0.10,South Asia
Ethiopia,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.10,Sub-Saharan Africa
Ghana,United States,"I.1.a. Education, Level Unspecified",2023,0.10,Sub-Saharan Africa
Nepal,WHO-Strategic Preparedness and Response Plan,I.2.b. Basic Health,2023,0.10,South Asia
Philippines,United States,IV.1. General Environment Protection,2023,0.10,Southeast Asia
India,UNICEF,VIII.1. Emergency Response,2023,0.10,South Asia
India,World Health Organisation,I.2.b. Basic Health,2023,0.10,South Asia
Kenya,Finland,I.5.a. Government & Civil Society-general,2023,0.10,Sub-Saharan Africa
Bangladesh,Private Infrastructure Development Group,II.1. Transport & Storage,2023,0.10,South Asia
Pakistan,United States,III.1.a. Agriculture,2023,0.10,South Asia
Nigeria,UNICEF,VIII.1. Emergency Response,2023,0.10,Sub-Saharan Africa
Nigeria,Global Environment Facility,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Nepal,Luxembourg,III.1.a. Agriculture,2023,0.10,South Asia
Indonesia,Australia,IV.2. Other Multisector,2023,0.10,Southeast Asia
Nepal,Global Environment Facility,IV.2. Other Multisector,2023,0.10,South Asia
Nepal,Switzerland,II.5. Business & Other Services,2023,0.10,South Asia
Pakistan,Asian Development Bank,I.5.a. Government & Civil Society-general,2023,0.10,South Asia
Bangladesh,UNICEF,VIII.1. Emergency Response,2023,0.10,South Asia
Ghana,United States,Administrative Costs of Donors,2023,0.10,Sub-Saharan Africa
Myanmar,Switzerland,VIII.1. Emergency Response,2023,0.10,Southeast Asia
Ethiopia,UNICEF,I.4. Water Supply & Sanitation,2023,0.10,Sub-Saharan Africa
Ethiopia,Finland,I.1.d. Post-Secondary Education,2023,0.10,Sub-Saharan Africa
Ghana,Netherlands,"I.5.b. Conflict, Peace & Security",2023,0.10,Sub-Saharan Africa
Philippines,Norway,"I.5.b. Conflict, Peace & Security",2023,0.10,Southeast Asia
India,Italy,IV.2. Other Multisector,2023,0.10,South Asia
Bangladesh,Switzerland,VIII.1. Emergency Response,2023,0.10,South Asia
Nepal,Switzerland,IV.2. Other Multisector,2023,0.10,South Asia
India,Asian Development Bank,II.1. Transport & Storage,2023,0.10,South Asia
Pakistan,UNICEF,I.4. Water Supply & Sanitation,2023,0.10,South Asia
Myanmar,Switzerland,VIII.1. Emergency Response,2023,0.10,Southeast Asia
Bangladesh,United States,I.2.b. Basic Health,2023,0.10,South Asia
Indonesia,United States,I.5.a. Government & Civil Society-general,2023,0.10,Southeast Asia
India,World Health Organisation,"I.2.a. Health, General",2023,0.10,South Asia
Uzbekistan,Asian Development Bank,I.4. Water Supply & Sanitation,2023,0.10,Central Asia
Ethiopia,Switzerland,I.4. Water Supply & Sanitation,2023,0.10,Sub-Saharan Africa
Mongolia,World Health Organisation,I.2.c. Non-communicable diseases (NCDs),2023,0.10,East Asia
Nepal,Global Environment Facility,IV.1. General Environment Protection,2023,0.10,South Asia
India,Asian Development Bank,II.1. Transport & Storage,2023,0.10,South Asia
Nigeria,Global Environment Facility,IV.1. General Environment Protection,2023,0.10,Sub-Saharan Africa
Nepal,Switzerland,IV.2. Other Multisector,2023,0.10,South Asia
